Speaker,Utterance,File_ID
A,<ds>no</ds> I don- I went to U T at Austin,365
B,<ds>oh</ds> <ds>okay</ds> that even better,365
A,and I I just happen to work at a Waco station because you know,365
B,I went to or you in radio or television or news,365
A,broa- broadcast news T V,365
B,<ds>uh</ds> my journalism degree is in,365
A,<ds>okay</ds>,366
B,<ds>all right</ds>,366
B,<ds>uh</ds> do you have any friends that have children,366
A,I do have friends that have children <ds>yes</ds>,366
B,and what do they say about finding adequate child care,366
A,they,366
B,I think that may be the key word,366
A,I think that correct,366
A,there <ds>uh</ds> relatively nonexistent from <ds>uh</ds> from what I hear from my friends,366
A,it seems like <ds>uh</ds> even when they have consulted day care centers that are quote unquote reputable that are sort of like a chain if I can use that word,366
B,<ds>right</ds>,366
A,<ds>uh</ds> still you have to deal with the people that you know happen to be operating it locally and <ds>uh</ds> it just a matter of of trust you know I think they feel that these people are <ds>um</ds> under qualified basically and underpaid and I think that sort of goes hand in hand so it it difficult for them,366
B,<ds>well</ds> we certainly found that to be true,366
A,<ds>huh-uh</ds>,366
B,<ds>uh</ds> <ds>indeed</ds> we our children are now eleven and nine,366
A,<ds>huh-uh</ds>,366
B,and we moved away from institutionalized child care,366
A,<ds>huh-uh</ds>,366
B,if we can call those chain kind of things,366
A,<ds>right</ds>,366
B,like that,366
B,<ds>uh</ds> by that name,366
A,<ds>right</ds>,366
B,and found that <ds>uh</ds> more creative avenues were the right answer for us,366
A,<ds>huh-uh</ds>,366
A,<ds>huh-uh</ds>,366
B,<ds>uh</ds> at one point in time we had au pairs,366
A,<ds>huh-uh</ds>,366
B,by trading services with them,366
A,<ds>huh-uh</ds>,366
B,and that worked for a while but they were really adequate ones were really tough to find,366
A,I sure that true,366
B,it takes that mixture of a very mature college student,366
A,<ds>huh-uh</ds>,366
B,who wants to do something and yet is willing to give the time,366
A,<ds>right</ds>,366
B,and the interest to the children,366
A,<ds>right</ds>,366
A,I do have a friend that <ds>uh</ds> <ds>uh</ds> she and her roommate became live-in care givers and they loved it,366
A,they had stayed with this family from the time these children were small you know four or five years old up until they were well into grade school,366
A,and <ds>uh</ds> she was paid very well because they the parents trusted them and they you know had done such a good job,366
A,<ds>so</ds> <ds>um</ds> I can see where someone you know in a position like that in a live-in capacity would definitely be the way to go if you you lucky enough to have the financial MUMBLEx to be able to do that,366
B,<ds>well</ds> that true,366
A,<ds>yeah</ds>,366
B,and that something that we struggling with now,366
A,<ds>yeah</ds>,366
A,I think it just a matter of priorities,366
A,it <ds>uh</ds> you know it a terrible thing to say when your speaking of children in that way but you still have to be realistic as well I think,366
B,<ds>oh yeah</ds>,366
A,<ds>yeah</ds>,366
B,mumblex,366
A,<ds>yeah</ds>,366
B,much as other cultures disagree our lives do n't revolve around our children,366
A,<ds>yeah</ds>,366
A,<ds>yeah</ds>,366
A,and that that that bad to have to admit too but <ds>uh</ds> you know it just there so much pressure when you talking about two people that work outside the home and and I think that is one reason why I continue to be without children,366
A,I it just such a responsibility and and when I had friends that have said when you hear people say it it alters your life forever please take heed well I realize that true so it <ds>uh</ds> such a responsibility,366
B,<ds>well</ds> it certainly is,366
B,<ds>uh</ds> if I can MUMBLEx the other side of the coin for a moment,366
A,<ds>huh-uh</ds>,366
B,it is such an honor and a thrill,366
A,<ds>oh yeah</ds>,366
B,to be a parent,366
A,<ds>huh-uh</ds>,366
B,that most of the time it worth it,366
A,<ds>yeah</ds>,366
A,most of the time,366
B,<ds>well</ds> I just have to be honest about it,366
B,it not always,366
A,<ds>yeah</ds>,366
A,<ds>oh</ds> <ds>sure</ds>,366
B,worth it,366
A,<ds>sure</ds>,366
A,<ds>sure</ds>,366
A,<ds>sure</ds>,366
B,there are those times when I think gee if I did n't have children I could be out playing bridge or golf,366
A,<ds>right</ds>,366
A,<ds>right</ds>,366
A,<ds>right</ds>,366
A,<ds>right</ds>,366
A,but you know it funny,366
A,I did I had a friend that said you know before we always said we do n't want children because we ca n't go off on the spur of the moment or this or that and the other and she got older and she said but you know we never do those things anyway,366
A,so why why am I waiting you know it it just the way your attitude changes and you mature I suppose,366
A,but the thing about the child care I you know I have friends that struggle financially and and they both do have to work,366
A,it a matter not necessarily <ds>uh</ds> that she might want to stay home or he as well but you know they need the money,366
A,and <ds>uh</ds> when I seen some of my friends that have taken that six week old baby you know to someone else it just I can imagine how emotional it must be,366
A,and and you know multiplied by the fact that you do n't really trust the person or you uncomfortable with the situation MUMBLEx as far as child care <ds>um</ds> it just a scary thing,366
B,<ds>well</ds> we were lucky when our children were that age and having lived in a community for a while and we knew the person to whom we were entrusting our children,366
A,<ds>huh-uh</ds>,366
A,that a big plus,366
B,and felt that that MUMBLEx,366
A,<ds>right</ds>,366
B,and feeling of safety,366
A,<ds>right</ds>,366
B,and were leaving them MUMBLEx small children,366
A,<ds>huh-uh</ds>,366
B,but we also learned something from that experience as our children got older,366
A,<ds>yeah</ds>,366
B,it that care givers are not omniscient,366
A,<ds>huh-uh</ds>,366
B,they are not all things to all people,366
A,<ds>right</ds>,366
B,or all children,366
A,<ds>right</ds>,366
A,<ds>right</ds>,366
A,<ds>yeah</ds>,366
B,the ones that are good with babies tend not to be good with toddlers,366
A,<ds>huh-uh</ds>,366
A,<ds>huh-uh</ds>,366
A,I think it takes a I do n't know I think your patient level must needs to increase as the child gets older,366
A,I think that might be part of the problem with some people,366
A,you know taking care of a baby I know is not an easy thing but when you have them in their their little feet are moving and you have to chase them down constantly,366
A,I sure that a whole new ball game,366
B,<ds>oh yeah</ds>,366
B,<ds>yeah</ds> I have a nine year old that I would trade happily for a baby MUMBLEx,366
A,<ds>oh really</ds>,366
A,<ds>well</ds> you sound like your pretty well passed the worst of it as far as worrying about since they both in school you do n't have to worry about a full-time person to take care of them,366
B,<ds>oh</ds> you do n't know what happens after they get in school,366
A,that something altogether different <ds>uh</ds>,366
B,<ds>oh yes</ds>,366
B,now we have <ds>uh</ds> one takes piano lessons,366
A,<ds>huh-uh</ds>,366
B,somewhere on one afternoon and the other one <ds>of course</ds> ca n't do the same thing,366
A,<ds>oh</ds> <ds>of course</ds> not,366
B,it has to be somewhere else and no it not adequate to sit and wait,366
A,you ca n't do that,366
A,<ds>no</ds>,366
B,<ds>no</ds>,366
A,<ds>no</ds>,366
A,<ds>no</ds>,366
B,that just that will not do,366
A,that out of the question I sure,366
B,<ds>of course</ds>,366
B,but we are helping you know,366
A,<ds>right</ds>,366
A,<ds>right</ds>,366
B,we are being cooperative what wrong with you,366
A,<ds>right</ds>,366
A,<ds>right</ds>,366
B,you do n't understand this,366
A,<ds>huh-uh</ds>,366
B,that just the way their minds work,366
B,and it almost everyday,366
A,that amazing,366
A,it amazing that people actually the stamina that you must you know draw from yourself to deal with it,366
A,it must be interesting,366
A,I guess you find out that you a much stronger person than you thought maybe,366
B,<ds>well</ds> I been finding out that I really am a nice person,366
B,mumblex hit for many years,366
B,mumblex because I did n't need it,366
A,<ds>huh-uh</ds>,366
B,and now I need it,366
A,now it just a reservoir that you tend to regularly I sure,366
B,<ds>yeah</ds>,366
B,and it stays low a lot,366
A,<ds>well</ds> are your children now do you feel comfortable <ds>um</ds> with them coming home after school until you and your wife get home or,366
B,absolutely not,366
A,<ds>no</ds>,366
A,<ds>yeah</ds>,366
B,I mean MUMBLEx one of them I would I would leave unsupervised any time any place any where,366
A,<ds>huh-uh</ds>,366
B,<ds>uh</ds> the other one I would n't leave unsupervised two minutes,366
A,<ds>yeah</ds>,366
A,<ds>yeah</ds>,366
A,that just a difference in kids I suppose,366
B,that true,366
A,<ds>yeah</ds>,366
B,what one leads the other,366
A,<ds>huh-uh</ds> <ds>yeah</ds>,366
B,and <ds>uh</ds>,366
A,and it it the one that going downhill is it is it the one that needs needs more supervision that has a bad influence on the older or more mature one,366
B,<ds>of course</ds>,366
A,<ds>yeah</ds>,366
A,how unfortunate,366
B,you do n't think you do n't think that good prevails,366
A,<ds>well</ds> I I I living in a dream world what do I know,366
A,as I said I do n't have kids and I an only child so I never been around children,366
A,<ds>so</ds> <ds>uh</ds> I sort of at a loss where that concerned,366
A,but I do hear my friends talk about it,366
B,we we having such fun my wife and I were both only children,366
A,<ds>huh-uh</ds>,366
B,and we just could n't wait to have two children so they would be such friends,366
A,<ds>yeah</ds>,366
B,wrong,366
A,that like World War Three every minute,366
A,I do n't know I I I have to admit I was self selfish as a child,366
A,I did n't want a brother or sister,366
A,and now that I older <ds>of course</ds> it different,366
A,you know I think about <ds>uh</ds> would n't it be nice but <ds>uh</ds> anyway,366
B,just make good friends,366
A,<ds>yeah</ds> <ds>oh</ds> I have wonderful friends,366
A,that true my best friend is one child of ten,366
A,and so they just sort of you know adopted me as their eleventh child so that worked out pretty well,366
A,she never had to worry about taking anybody to child care because there was always somebody there older to deal with them so I guess that an alternative,366
A,if you could just <ds>um</ds>,366
B,have enough,366
A,have a whole bunch,366
A,by the time the youngest ones are there you have older one to take care of them,366
B,that true,366
A,I do n't know,366
A,when you see all these horror stories on television about child care and gosh I just I was seeing something on the television earlier about a little girl that been telling her mother these terrible stories and <ds>of course</ds> people are denying it,366
A,and <ds>uh</ds> it just frightening,366
A,<ds>it really is</ds>,366
B,<ds>well</ds> what what frightening is a parent to see things that that you do n't really do n't understand,366
A,<ds>huh-uh</ds>,366
A,<ds>huh-uh</ds>,366
B,and then you do n't really know what happened,366
A,<ds>yeah</ds>,366
B,we gave up on one baby sitter because we came home one night and found pieces of <ds>um</ds> ribbon,366
A,<ds>huh-uh</ds>,366
B,you know hair ribbon,366
A,<ds>huh-uh</ds>,366
B,tied in a chair,366
B,where obviously she had had,366
B,are you still there,369
A,<ds>yes</ds>,369
B,<ds>okay</ds> it worked out fine,369
A,<ds>okay</ds>,369
B,<ds>well</ds> we just ate out <ds>um</ds> had a big lunch actually because we both have been working late and we had Italian <ds>um</ds> have you ever been to the Olive Garden,369
A,<ds>no</ds> I have n't is that good,369
B,<ds>yeah</ds>,369
B,<ds>well</ds> do you really like Italian food,369
A,it- it not my favorite but,369
B,then do n't,369
A,I like it okay,369
B,then this will probably I mean this is n't really excellent Italian food,369
A,<ds>uh-huh</ds>,369
B,that sounds terrible to tell you to go somewhere where it not that great but it <ds>um</ds> you not going to believe this but I have to tell you this if I do n't because you in Plano,369
A,that okay,369
B,but my <ds>um</ds> softball unit here is acting like he dying of tramane poison,369
